date	uid	event	value	timestamp
2013-02-05	1057	visit	7	1360041622285
2013-02-05	20129	install.	6	1360041883087
2013-02-05	20129	visit	5	1360041883401
2013-02-05	19783	visit	8	1360041688560
2013-02-05	19725	visit	5	1360041578000
2013-02-05	18446	visit	3	1360042197513
2013-02-05	18232	visit	6	1360041857000
2013-02-05	18551	visit	4	1360042038000
2013-02-05	18858	visit	6	1360042172000
2013-02-05	18253	visit	8	1360042347000
2013-02-05	18445	visit	1	1360042083000
2013-02-05	18876	visit	0	1360042215164
2013-02-05	18805	visit	1	1360042326434
2013-02-05	19824	visit	1	1360042095000
2013-02-05	18733	visit	4	1360042797000
2013-02-05	18136	visit	5	1360043071175
2013-02-05	18503	visit	0	1360042681000
2013-02-05	18163	visit	3	1360042488000
2013-02-05	18926	visit	1	1360042602000
2013-02-05	19678	visit	0	1360043387633
2013-02-05	18136	visit	9	1360043175000
2013-02-05	19678	install.	3	1360043380520
2013-02-05	19267	visit	2	1360043085000
2013-02-05	18106	visit	3	1360042980000
2013-02-05	18622	visit	3	1360035839000
2013-02-05	18231	visit	0	1360043146000
2013-02-05	1615	visit	5	1360003312000
2013-02-05	19377	visit	5	1360043499000
2013-02-05	18246	visit	8	1360043415000
2013-02-05	18590	visit	2	1360043470000
2013-02-05	18344	visit	0	1360043415000
2013-02-05	18540	visit	8	1360043611000
2013-02-05	20145	visit	5	1360043770796
2013-02-05	1615	visit	1	1360043493000
2013-02-05	19872	visit	3	1360043416000
2013-02-05	18654	visit	0	1360043795000
2013-02-05	19133	visit	1	1360043794000
2013-02-05	20145	install.	0	1360043768234
2013-02-05	18553	visit	0	1360043767000
2013-02-05	19694	visit	4	1360043736000
2013-02-05	38	visit	9	1360043518000
2013-02-05	15383	visit	1	1360043780458
2013-02-05	18681	visit	8	1360044088000
2013-02-05	18087	visit	1	1360044117000
2013-02-05	18766	visit	9	1360044034000
2013-02-05	18106	visit	0	1360043849000
2013-02-05	18619	visit	4	1360043529000
2013-02-05	18180	visit	3	1360044029625
2013-02-05	19731	visit	8	1360044311948
2013-02-05	18646	visit	4	1360044183000
2013-02-05	19055	visit	0	1360044596119
2013-02-05	18749	visit	2	1360044036000
2013-02-05	18102	visit	9	1360044152000
2013-02-05	19962	visit	2	1360044507047
2013-02-05	18404	visit	7	1360044462000
2013-02-05	18300	visit	1	1360044624845
2013-02-05	19009	visit	3	1360044530000
2013-02-05	121	visit	5	1360044512000
2013-02-05	18287	visit	6	1360044582000
2013-02-05	18227	visit	8	1360044451000
2013-02-05	20147	visit	9	1360045104273
2013-02-05	121	visit	6	1360044904000
2013-02-05	18638	visit	3	1360044794000
2013-02-05	18093	visit	1	1360044953000
2013-02-05	19731	visit	7	1360044950422
2013-02-05	19544	visit	3	1360044760000
2013-02-05	19055	visit	1	1360044940264
2013-02-05	2139	visit	6	1360044609000
2013-02-05	18170	visit	9	1360044967437
2013-02-05	2422	visit	6	1360044286000
2013-02-05	19347	visit	1	1360045080121
2013-02-05	19631	visit	7	1360045146730
2013-02-05	20147	visit	6	1360045105558
2013-02-05	18221	visit	7	1360044821000
2013-02-05	18200	visit	8	1360044856000
2013-02-05	18242	visit	9	1360045118880
2013-02-05	121	visit	1	1360043392000
2013-02-05	18568	visit	5	1360045313000
2013-02-05	18728	visit	1	1360045327697
2013-02-05	427	visit	1	1360045182000
2013-02-05	18445	visit	4	1360045242000
2013-02-05	18462	visit	6	1360045196000
2013-02-05	19701	visit	7	1360045279000
2013-02-05	2139	visit	6	1360045061000
2013-02-05	18622	visit	0	1360045314705
2013-02-05	2860	visit	2	1360045676000
2013-02-05	1615	visit	5	1360045373000
2013-02-05	19224	visit	9	1360045752542
2013-02-05	19248	visit	9	1360045546000
2013-02-05	18324	visit	5	1360045653705
2013-02-05	18093	visit	1	1360045442000
2013-02-05	18550	visit	9	1360045540060
2013-02-05	19	visit	1	1360045525129
2013-02-05	18733	visit	2	1360045805000
2013-02-05	18375	visit	0	1360045777000
2013-02-05	19118	visit	6	1360045816000
2013-02-05	18492	visit	8	1360045759000
2013-02-05	18180	visit	2	1360046084821
2013-02-05	18189	visit	2	1360045863000
2013-02-05	18106	visit	3	1360045977191
2013-02-05	18729	visit	4	1360045877077
2013-02-05	19666	visit	5	1360045912000
2013-02-05	18244	visit	9	1360045725000
2013-02-05	18839	visit	8	1360046066000
2013-02-05	20149	uninstall.	0	1360046243300
2013-02-05	19167	visit	8	1360046398590
2013-02-04	1615	visit	0	1359993403000
2013-02-05	19711	visit	0	1360046116000
2013-02-05	18273	visit	0	1360046166143
2013-02-05	18102	visit	5	1360046117213
2013-02-05	19925	visit	8	1360046061000
2013-02-05	18185	visit	6	1360046109422
2013-02-05	4895	visit	0	1360046146984
2013-02-05	19745	visit	1	1360046403447
2013-02-05	18172	visit	3	1360046311097
2013-02-05	19	visit	2	1360046141340
2013-02-05	366	visit	5	1360046176000
2013-02-05	18214	visit	2	1360046153000
2013-02-05	19284	visit	4	1360046029000
2013-02-05	121	visit	8	1360046210000
2013-02-05	18093	visit	4	1360046101227
2013-02-05	1615	visit	0	1360046009000
2013-02-05	18114	visit	9	1360046349000
2013-02-05	18832	visit	8	1360046346000
2013-02-05	18284	visit	4	1360046288000
2013-02-05	19	visit	8	1360046585437
2013-02-05	18152	visit	9	1360046435105
2013-02-05	18948	visit	7	1360046335000
2013-02-05	19810	visit	0	1360046370000
2013-02-05	18270	visit	2	1360046270000
2013-02-05	19930	visit	8	1360046584284
2013-02-05	18106	visit	8	1360046982245
2013-02-05	18273	visit	5	1360046940876
2013-02-05	18212	visit	7	1360046743000
2013-02-05	19	visit	5	1360046875892
2013-02-05	19677	visit	1	1360024812000
2013-02-05	18254	visit	9	1360047003145
2013-02-05	19099	visit	7	1360046814000
2013-02-05	18344	visit	7	1360046320000
2013-02-05	19696	visit	9	1360046764000
2013-02-05	18513	visit	4	1360046720000
2013-02-05	6303	visit	5	1360047022000
2013-02-05	18519	visit	7	1360047050000
2013-02-05	19725	visit	2	1360047107000
2013-02-04	121	visit	8	1359960538000
2013-02-05	18553	visit	5	1360046808000
2013-02-05	18284	visit	2	1360046997000
2013-02-05	18131	visit	3	1360001554000
2013-02-05	18232	visit	6	1360046704000
2013-02-05	18475	visit	2	1360047073384
2013-02-05	19206	visit	1	1360047113473
2013-02-05	19063	visit	1	1360047266101
2013-02-05	18543	visit	6	1360047071000
2013-02-03	18089	visit	8	1359873267000
2013-02-05	18102	visit	7	1360046945000
2013-02-05	19249	visit	9	1360046890000
2013-02-05	18480	visit	1	1360047093334
2013-02-05	18677	visit	2	1360047305000
2013-02-05	18283	visit	9	1360047569398
2013-02-05	19930	visit	7	1360047223000
2013-02-05	18131	visit	9	1360047062000
2013-02-05	19946	visit	1	1360047398000
2013-02-04	18089	visit	5	1359979336000
2013-02-05	18232	visit	9	1360047256000
2013-02-04	18089	visit	5	1359987769000
2013-02-05	19120	visit	4	1360047383000
2013-02-05	18191	visit	3	1360047283000
2013-02-05	18344	visit	4	1360047433177
2013-02-05	18503	visit	3	1360047167000
2013-02-05	18858	visit	3	1360047285000
2013-02-05	121	visit	3	1360047305035
2013-02-05	18089	visit	4	1360042671000
2013-02-05	121	visit	9	1360047391000
2013-02-05	19871	visit	7	1360047516000
2013-02-05	123	visit	4	1360047637000
2013-02-05	18246	visit	5	1360047882547
2013-02-05	18659	visit	6	1360047903282
2013-02-05	18557	visit	9	1360047675359
2013-02-05	19194	visit	2	1360047703000
2013-02-05	18118	visit	7	1360047698000
2013-02-05	18273	visit	0	1360047682000
2013-02-05	18115	visit	4	1360047644000
2013-02-05	19200	visit	2	1360047770726
2013-02-05	19686	visit	6	1360047903283
2013-02-05	18513	visit	7	1360047672000
2013-02-05	18557	visit	6	1360047673876
2013-02-05	19784	visit	5	1360047689000
2013-02-04	427	visit	0	1359961056000
2013-02-05	20105	uninstall.	8	1360047793005
2013-02-05	18659	visit	8	1360048203129
2013-02-05	18291	visit	5	1360047891000
2013-02-05	18147	visit	6	1360048126698
2013-02-05	18102	visit	8	1360047807000
2013-02-05	18557	visit	7	1360047870000
2013-02-05	18367	visit	6	1360047874000
2013-02-05	19943	visit	1	1360047648000
2013-02-05	20010	visit	9	1360047733000
2013-02-05	20151	visit	4	1360048152860
2013-02-05	18172	visit	6	1360048084417
2013-02-05	20151	visit	6	1360048155348
2013-02-05	18507	visit	4	1360047872000
2013-02-05	20015	visit	2	1360047746000
2013-02-05	18244	visit	1	1360047744000
2013-02-05	18102	visit	6	1360016827000
2013-02-05	19825	install.	2	1360048490994
2013-02-05	121	visit	9	1360048222000
2013-02-04	18203	visit	1	1359961459000
2013-02-05	18733	visit	0	1360045697000
2013-02-05	18553	visit	6	1360048373433
2013-02-05	19948	visit	9	1360048495708
2013-02-05	19862	visit	2	1360048300000
2013-02-05	18203	visit	8	1360006076000
2013-02-05	427	visit	0	1360048220000
2013-02-05	18102	visit	2	1360048415081
2013-02-04	18203	visit	3	1359966841000
2013-02-05	18492	visit	0	1360048213000
2013-02-05	19	visit	8	1360048419408
2013-02-05	4895	visit	6	1360048479613
2013-02-05	18087	visit	5	1360048157000
2013-02-04	18203	visit	7	1359963240000
2013-02-05	18332	visit	0	1360048265809
2013-02-05	18180	visit	9	1360048309000
2013-02-05	18244	visit	6	1360048279000
2013-02-05	38	visit	5	1360048224759
2013-02-05	19099	visit	7	1360048056000
2013-02-05	20151	visit	2	1360048473955
2013-02-05	18555	visit	2	1360048524000
2013-02-05	19773	visit	7	1360048335000
2013-02-05	751	visit	2	1360048505000
2013-02-05	18821	install.	6	1360048656290
2013-02-05	18821	visit	0	1360048656565
2013-02-05	18762	visit	3	1360048451000
2013-02-05	19776	visit	7	1360048334000
2013-02-05	19569	visit	0	1360048486000
2013-02-05	18247	visit	5	1360048436000
2013-02-05	18080	visit	4	1360048803809
2013-02-05	18821	install.	2	1360048611314
2013-02-05	19851	visit	7	1360048503000
2013-02-05	18102	visit	2	1360048330000
2013-02-05	18344	visit	8	1360048529189
2013-02-05	19482	visit	8	1360048331000
2013-02-05	18554	visit	1	1360048570336
2013-02-05	38	visit	8	1360026994000
2013-02-05	18525	visit	9	1360048870000
2013-02-05	19250	visit	3	1360048673000
2013-02-05	19809	visit	6	1360048740000
2013-02-05	19	visit	3	1360048962853
2013-02-05	123	visit	1	1360048902000
2013-02-05	18267	visit	7	1360048899000
2013-02-05	19	visit	3	1360049011830
2013-02-05	18924	visit	3	1360048857000
2013-02-05	19101	visit	2	1360048978868
2013-02-05	18984	visit	0	1360035563000
2013-02-05	18150	visit	5	1360048886000
2013-02-05	18475	visit	1	1360048966464
2013-02-05	18377	visit	0	1360048692000
2013-02-05	19825	visit	7	1360048979167
2013-02-05	18650	uninstall.	3	1360048829980
2013-02-05	18102	visit	5	1360048804153
2013-02-05	19825	visit	5	1360048625000
2013-02-05	1070	visit	9	1360048705000
2013-02-05	19686	visit	5	1360049207910
2013-02-05	18180	visit	2	1360048999000
2013-02-05	121	visit	6	1360049129000
2013-02-05	18330	visit	8	1360048853000
2013-02-05	18087	visit	9	1360049137000
2013-02-05	18121	visit	5	1360049142000
2013-02-05	18984	visit	8	1360036803000
2013-02-05	19874	visit	7	1360049152527
2013-02-05	18232	visit	9	1360048958000
2013-02-05	18984	visit	9	1360036740000
2013-02-05	18191	visit	5	1360049388387
2013-02-05	18105	visit	4	1360049214000
2013-02-05	18180	visit	6	1360049175000
2013-02-05	121	visit	5	1360049127138
2013-02-05	18380	visit	6	1360049124000
2013-02-05	1615	visit	8	1360049202000
2013-02-05	18619	visit	1	1360049338046
2013-02-05	3457	visit	2	1360049013000
2013-02-05	19	visit	0	1360049347134
2013-02-05	18105	visit	6	1360048750000
2013-02-05	18172	visit	2	1360048975000
2013-02-05	18105	visit	0	1360048889000
2013-02-05	18212	visit	0	1360049450876
2013-02-05	18115	visit	9	1360049416358
2013-02-05	18707	visit	5	1360049624526
2013-02-05	18249	visit	1	1360049403000
2013-02-05	18122	visit	9	1360049577914
2013-02-05	18669	visit	2	1360049557793
2013-02-05	1421	visit	4	1360049301000
2013-02-05	19891	visit	2	1360049526348
2013-02-05	18858	visit	4	1360049445000
2013-02-05	18531	visit	0	1360049281000
2013-02-05	18419	visit	1	1360049517000
2013-02-05	19329	visit	4	1360049821530
2013-02-05	670	visit	1	1360049835988
2013-02-05	18509	visit	2	1360049698000
2013-02-05	18105	visit	7	1360049768000
2013-02-05	18697	visit	2	1360036225000
2013-02-05	18552	visit	4	1360049740000
2013-02-05	688	visit	2	1360049744000
2013-02-05	18579	visit	4	1360049751849
2013-02-05	19996	visit	3	1360049947638
2013-02-05	18102	visit	2	1360049599000
2013-02-05	18251	visit	3	1360049703000
2013-02-05	18131	visit	2	1360048932000
2013-02-05	18131	visit	1	1360044766000
2013-02-05	18377	visit	5	1360008102000
2013-02-05	18367	visit	1	1360049893763
2013-02-05	19381	visit	5	1360049550000
2013-02-05	18131	visit	6	1360049353000
2013-02-05	18932	visit	4	1360049880000
2013-02-03	18344	visit	7	1359877281000
2013-02-05	18247	visit	1	1360050032000
2013-02-05	18419	visit	3	1360049956000
2007-01-01	4603	visit	3	1167602433000
2013-02-05	18454	visit	9	1360049825000
2013-02-05	18784	visit	1	1360047601000
2013-02-05	19754	install.	1	1360050210740
2013-02-05	18555	visit	9	1360049867000
2013-02-05	18180	visit	3	1360050110000
2013-02-05	18102	visit	9	1360049993000
2013-02-05	18270	visit	4	1360049830000
2013-02-05	18270	visit	3	1360050255945
2013-02-05	18214	visit	9	1360049856000
2013-02-05	19723	visit	2	1360050048305
2013-02-05	20054	visit	8	1360049856000
2013-02-05	18232	visit	7	1360050129796
2013-02-05	18191	visit	6	1360050040000
2013-02-05	19030	visit	2	1360049824000
2013-02-05	427	visit	0	1360049833000
2013-02-05	18462	visit	8	1360050112000
2013-02-05	18555	visit	7	1360049837000
2013-02-05	18121	visit	6	1360050599559
2013-02-05	19690	visit	2	1360050511257
2013-02-05	20010	visit	6	1360050494907
2013-02-05	19765	visit	3	1360050308000
2013-02-05	18492	visit	9	1360050393000
2013-02-05	18102	install.	5	1360050447941
2013-02-04	6303	visit	3	1359986209000
2013-02-05	427	visit	5	1360050467993
2013-02-05	18763	visit	7	1360050487412
2013-02-05	19723	uninstall.	8	1360050430234
2013-02-05	19166	visit	4	1360050190000
2013-02-05	18102	visit	7	1360050448202
2013-02-05	18102	visit	7	1360050537000
2013-02-05	19552	visit	7	1360050774000
2013-02-05	18087	visit	6	1360050604000
2013-02-05	20010	install.	2	1360050867927
2013-02-05	19382	visit	4	1360050698000
2013-02-05	20010	visit	3	1360050868182
2013-02-05	18555	visit	5	1360050392000
2013-02-05	18186	visit	0	1360050797589
2013-02-05	19285	visit	2	1360050869803
2013-02-05	18244	visit	7	1360050587000
2013-02-05	19827	visit	8	1360050903379
2013-02-05	18246	visit	9	1360050633000
2013-02-05	19776	visit	3	1360050877550
2013-02-05	18369	visit	5	1360050738946
2013-02-05	19815	visit	7	1360050624000
2013-02-05	18231	visit	5	1360050643000
2013-02-05	20017	visit	7	1360050478000
2013-02-05	427	visit	2	1360050492000
2013-02-05	19700	visit	4	1360050799518
2013-02-05	18472	visit	9	1360050523000
2013-02-05	19827	visit	2	1360050948000
2013-02-05	18655	visit	4	1360050734000
2013-02-05	19815	visit	8	1360051141000
2013-02-05	19266	visit	0	1360050918928
2013-02-05	18573	visit	2	1360050765000
2013-02-05	18187	visit	7	1360050780000
2013-02-05	19700	install.	9	1360050997569
2013-02-05	18854	visit	4	1360051168357
2013-02-05	19661	visit	0	1360051138991
2013-02-05	18314	visit	5	1360041565000
2013-02-05	18297	visit	2	1360050264000
2013-02-05	18246	visit	3	1360050811000
2013-02-05	19700	visit	6	1360051001621
2013-02-05	19732	visit	0	1360050094000
2013-02-05	18859	visit	9	1360050902000
2013-02-05	19266	visit	0	1360050915870
2013-02-05	18314	visit	2	1360041803000
2013-02-05	20096	visit	1	1360049315000
2013-02-05	18203	visit	4	1360050933000
2013-02-05	18624	visit	4	1360050772000
2013-02-05	19046	visit	8	1360051310000
2013-02-05	18114	visit	2	1360051261856
2013-02-05	121	visit	2	1360051245000
2013-02-05	19364	visit	4	1360050734000
2013-02-05	19332	visit	3	1360051018000
2013-02-05	18390	visit	0	1360051064000
2013-02-05	18363	visit	7	1360051214472
2013-02-05	18163	visit	0	1360050338000
2013-02-05	18757	visit	1	1360051321671
2002-01-01	18908	visit	9	1009836458000
2013-02-05	19356	visit	7	1360051330141
2013-02-05	18378	visit	3	1360051224000
2013-02-05	38	visit	6	1360051243819
2013-02-05	18344	visit	2	1360051432388
2013-02-05	123	visit	6	1360051351233
2013-02-05	19	visit	5	1360051256336
2013-02-05	19758	visit	0	1360051082000
2013-02-05	20096	visit	4	1360050978000
2013-02-05	19245	visit	9	1360051202000
2013-02-05	19694	visit	7	1360051145000
2013-02-05	18846	visit	5	1360051253000
2013-02-05	123	visit	0	1360051767889
2013-02-05	19551	visit	7	1360051195000
2013-02-05	17411	visit	4	1360051495000
2013-02-05	18093	visit	1	1360051716618
2013-02-05	942	visit	8	1360051398000
2013-02-05	19685	visit	0	1360051547000
2013-02-05	18416	visit	5	1360051761615
2013-02-05	19930	visit	8	1360051574000
2013-02-05	18083	visit	4	1360051590889
2013-02-05	18083	visit	4	1360051580808
2013-02-05	18784	visit	7	1360051419000
2013-02-05	20152	visit	4	1360051803043
2013-02-05	19680	visit	3	1360051351000
2013-02-05	19	visit	2	1360051777374
2013-02-05	123	visit	6	1360051597000
2013-02-05	18191	visit	2	1360051460000
2013-02-05	18960	visit	9	1360051567000
2013-02-05	19	visit	5	1360051754756
2013-02-05	18083	visit	3	1360051577764
2013-02-05	18661	visit	5	1360051522000
2013-02-05	19	visit	0	1360051849570
2013-02-05	18151	visit	9	1360052103393
2013-02-05	19681	visit	1	1360052065876
2013-02-05	18510	visit	6	1360051750000
2013-02-05	18472	visit	5	1360051787000
2013-02-05	20153	visit	5	1360052095301
2013-02-05	19777	visit	7	1360051871441
2013-02-05	19745	visit	5	1360052103395
2013-02-05	1421	visit	4	1360052066789
2013-02-05	20153	install.	8	1360052070575
2013-02-05	18244	visit	9	1360051805000
2013-02-05	20145	visit	4	1360052081260
2013-02-05	18357	visit	7	1360051700000
2013-02-05	18238	visit	0	1360051738000
2013-02-05	18344	visit	7	1360051847000
2013-02-05	123	visit	7	1360051681000
2013-02-05	18161	visit	7	1360052269000
2013-02-05	20089	visit	8	1360052272686
2012-11-07	18182	visit	0	1352236726000
2013-02-05	18261	visit	2	1360047840000
2013-02-05	18102	visit	7	1360052174000
2013-02-05	20153	install.	1	1360052159827
2013-02-05	19829	visit	9	1360052140709
2013-02-05	19243	visit	2	1360052066000
2013-02-05	20153	visit	4	1360052163179
2013-02-05	18667	visit	9	1360052119804
2013-02-05	18087	visit	2	1360052213000
2013-02-05	19940	visit	2	1360051929000
2013-02-05	38	visit	9	1360052015000
2013-02-05	18684	visit	0	1360052064000
2013-02-05	1903	visit	1	1360051990000
2013-02-05	18736	visit	0	1360052209531
2013-02-05	18163	visit	8	1360052302009
2013-02-05	18335	visit	2	1360052208000
2013-02-05	18399	visit	8	1360052042000
2013-02-05	18314	visit	1	1360043239000
2013-02-05	19	visit	7	1360052254188
2013-02-05	19407	visit	3	1360051970000
2013-02-05	19052	visit	4	1360052000000
2013-02-05	19910	visit	8	1360052436482
2013-02-05	18296	visit	8	1360052369000
2013-02-05	19779	visit	6	1360052642661
2013-02-05	19414	visit	1	1360052389000
2013-02-05	18874	visit	1	1360017710000
2013-02-05	18400	visit	9	1360050243000
2013-02-03	18193	visit	3	1359879456000
2013-02-05	18193	visit	5	1360052485361
2013-02-05	5110	visit	3	1360052414004
2013-02-05	18717	visit	4	1360052528411
2013-02-05	18462	visit	0	1360052232000
2013-02-05	18159	visit	8	1360052076000
2013-02-05	20154	visit	2	1360052668889
2013-02-05	18176	visit	7	1360052466000
2013-02-05	19098	visit	4	1360052263000
2013-02-05	38	visit	9	1360052316000
2013-02-05	18555	visit	2	1360052469000
2013-02-05	942	visit	4	1360052531998
2013-02-05	18409	visit	1	1360052507000
2013-02-05	19839	visit	3	1360052480000
2013-02-05	20155	install.	3	1360052747398
2013-02-05	123	visit	8	1360052748000
2013-02-05	19854	visit	1	1360052526000
2013-02-05	427	visit	7	1360052536000
2013-02-05	19765	visit	7	1360052972722
2013-02-05	18431	visit	6	1360052767000
2013-02-05	18146	visit	8	1360052659000
2013-02-05	18883	visit	4	1360052811000
2013-02-05	4205	visit	0	1360052924718
2013-02-05	19723	visit	6	1360052845464
2013-02-05	19569	visit	3	1360052756000
2013-02-05	19971	visit	9	1360052670000
2013-02-05	18102	visit	3	1360052828775
2013-02-05	18102	visit	1	1360052823532
2013-02-05	18585	visit	1	1360052872865
2013-02-05	18592	visit	5	1360052385000
2013-02-05	20145	visit	2	1360052823267
2013-02-05	18269	visit	3	1360052651000
2013-02-05	18968	visit	0	1360052628000
2013-02-05	18976	visit	8	1360009472000
2013-02-05	19	visit	5	1360052724827
2013-02-05	20155	visit	4	1360052747661
2013-02-05	19047	visit	4	1360052562000
2013-02-05	1259	visit	6	1360052652000
2013-02-05	18580	visit	3	1360052346000
2013-02-05	19938	visit	4	1360052918651
2013-02-05	20156	install.	4	1360053284047
2013-02-05	4603	visit	7	1360053073000
2013-02-05	18941	visit	1	1360052975000
2013-02-05	4355	visit	1	1360052301000
2013-02-05	20156	visit	3	1360053284308
2013-02-05	18232	visit	6	1360053002620
2013-02-05	18238	visit	6	1360052975000
2013-02-05	18232	visit	6	1360053039000
2013-02-05	19035	visit	7	1360053303350
2013-02-05	19334	visit	8	1360028040000
2013-02-05	18286	visit	6	1360053070000
2013-02-05	18105	visit	8	1360052963000
2013-02-05	18548	visit	7	1360053117000
2013-02-05	19263	visit	8	1360052777000
2013-02-05	18102	visit	6	1360052831000
2013-02-05	19364	uninstall.	9	1360053078826
2013-02-05	18557	visit	3	1360053095000
2013-02-05	18224	visit	2	1360053389000
2013-02-05	19833	visit	1	1360053359254
2013-02-05	19690	visit	7	1360050650000
2013-02-05	18478	visit	9	1360017266000
2013-02-05	18555	visit	0	1360053162000
2013-02-05	18969	visit	9	1360053379000
2013-02-05	19833	install.	3	1360053357914
2013-02-05	18624	visit	8	1360053395000
2013-02-05	19770	visit	2	1360053323000
2013-02-05	18180	visit	7	1360053139000
2013-02-05	20153	visit	7	1360053309126
2013-02-05	18200	visit	5	1360053371982
2013-02-05	18106	visit	8	1360053486962
2013-02-05	19188	visit	6	1360053244000
2012-12-18	19616	visit	0	1355802928000
2013-02-05	18824	visit	0	1360013703000
2013-02-05	18622	visit	2	1360053402093
2013-02-05	19791	visit	7	1360053438712
2013-02-05	18764	visit	8	1360053321000
2013-02-05	18399	visit	1	1360053302000
2013-02-05	19637	visit	4	1360053143000
2013-02-05	18200	visit	3	1360053373910
2013-02-05	18496	visit	5	1360053244000
2013-02-05	18824	visit	2	1360053158000
2013-02-05	18232	visit	9	1360053615000
2013-02-05	19685	visit	5	1360053649918
2013-02-05	19696	visit	4	1360053896619
2013-02-05	19544	visit	9	1360020108000
2013-02-05	20066	visit	9	1360053602000
2013-02-05	18238	visit	5	1360053580000
2013-02-05	18503	visit	9	1360053814471
2013-02-05	18678	visit	8	1360053626061
2013-02-05	18221	visit	1	1360053646000
2013-02-05	18284	visit	3	1360053560000
2013-02-05	18108	visit	4	1360053824114
2013-02-05	18503	visit	9	1360053636000
2013-02-05	123	visit	2	1360047946000
2013-02-05	18567	visit	5	1360053586000
2013-02-05	18407	visit	6	1360053616000
2013-02-05	427	visit	5	1360054134462
2013-02-05	3547	visit	1	1360054058134
2013-02-05	20157	visit	5	1360053913130
2013-02-05	19834	visit	9	1360053958000
2013-02-05	3457	visit	6	1360053814000
2013-02-05	19952	visit	9	1360053932000
2013-02-05	18146	visit	4	1360053914000
2013-02-05	20157	install.	9	1360053912869
2013-02-05	4765	visit	6	1360002805000
2013-02-05	18090	visit	8	1360053891000
2013-02-05	19	visit	9	1360054053200
2013-02-05	121	visit	3	1360053899000
2013-02-05	19813	visit	9	1360053920000
2013-02-05	19	visit	5	1360054179135
2013-02-05	2074	visit	2	1360053994031
2013-02-05	123	visit	0	1360054126000
2013-02-05	18152	visit	8	1360054241000
2013-02-05	19728	visit	5	1360053872000
2013-02-05	18191	visit	4	1360054073000
2013-02-05	19898	visit	1	1360054425809
2013-02-05	20156	visit	9	1360054458049
2013-02-05	18108	visit	6	1360054032000
2013-02-05	18617	visit	5	1360008871000
2013-02-05	18176	visit	9	1360054025000
2013-02-05	18232	visit	2	1360052446000
2013-02-05	18403	visit	3	1360054503584
2013-02-05	19731	visit	1	1360054361057
2013-02-05	18344	visit	0	1360048488000
2013-02-05	18756	visit	1	1360054378409
2013-02-05	19	visit	0	1360054376310
2013-02-05	19694	visit	4	1360054208848
2013-02-05	18814	visit	2	1360054031000
2013-02-05	18405	visit	4	1360054061000
2013-02-05	18152	visit	1	1360054095000
2013-02-05	366	visit	8	1360054119000
2013-02-05	18223	visit	4	1360054391421
2013-02-05	18898	visit	3	1360053973000
2013-02-05	18226	visit	9	1360053799000
2013-02-05	19689	visit	0	1360054664646
2013-02-05	19247	visit	0	1360054627943
2013-02-05	19833	visit	3	1360054699231
2013-02-05	19	visit	0	1360054761826
2013-02-05	19833	visit	8	1360054689929
2013-02-05	19895	visit	0	1360054739175
2013-02-05	18648	visit	5	1360054387000
2013-02-05	19833	install.	8	1360054689160
2013-02-05	18128	visit	4	1360050613000
2013-02-05	19408	visit	6	1360054602133
2013-02-05	18376	visit	6	1360054346000
2013-02-05	19228	visit	2	1360054405000
2013-02-05	18146	visit	6	1360054515000
2013-02-05	18848	visit	5	1360054527249
2013-02-05	19895	visit	4	1360054730480
2013-02-05	19983	visit	9	1360054387000
2013-02-05	121	visit	9	1360054645000
2013-02-05	20044	visit	7	1360054394000
2013-02-05	18340	visit	8	1360054876000
2013-02-05	18164	visit	1	1360054864000
2013-02-05	19694	visit	5	1360054933025
2013-02-05	19696	visit	5	1360055082742
2013-02-05	19011	visit	7	1360054760000
2013-02-05	19041	visit	3	1360054711000
2013-02-05	19016	visit	9	1360054578000
2013-02-05	18454	visit	5	1360054774000
2013-02-05	19763	install.	6	1360055067102
2013-02-05	121	visit	1	1360054633000
2013-02-05	18191	visit	0	1360054686000
2013-02-05	19084	visit	7	1360054820242
2013-02-05	121	visit	7	1360054753000
2013-02-05	18150	visit	2	1360054839000
2013-02-05	19764	visit	1	1360054874130
2013-02-05	19811	visit	8	1360017548000
2013-02-05	20060	visit	6	1360054998063
2013-02-05	19285	visit	6	1360054712000
2013-02-05	18695	visit	9	1360054884000
2013-02-05	20060	install.	9	1360054997811
2013-02-05	18698	visit	5	1360054834000
2013-02-05	19764	visit	7	1360054909667
2013-02-05	18401	visit	7	1360054874458
2013-02-05	18137	visit	6	1360054883000
2013-02-05	18112	visit	1	1360055348874
2013-02-05	19441	visit	6	1360055298946
2013-02-05	18313	visit	7	1360054943000
2013-02-05	18286	visit	7	1360054984000
2013-02-05	19930	visit	3	1360055172000
2013-02-05	18275	visit	9	1360055001000
2013-02-05	18477	visit	9	1360055026000
2013-02-05	18442	visit	1	1360055135000
2013-02-05	19811	visit	5	1360054844000
2013-02-05	20040	visit	7	1360054204000
2013-02-05	18102	visit	7	1360055312509
2013-02-05	18196	visit	8	1360054895000
2013-02-05	123	visit	9	1360055101000
2013-02-05	19279	visit	3	1360055202369
2013-02-05	1262	visit	5	1360055151000
2013-02-05	19	visit	0	1360055255348
2013-02-05	19399	visit	2	1360055342628
2013-02-05	19699	visit	1	1360054934000
2013-02-05	3056	visit	6	1360054957000
2013-02-05	18799	visit	9	1360055010000
2013-02-05	38	visit	9	1360055068000
